,id,retweet_count,date_created,tweet,clean_tweet,topic
233,1508657321358110723,132,2022-03-29 04:08:29+00:00,b'RT @ErnstRoets: A new study found that only 27% of the public in South Africa trust the police.',study found public south africa trust police,3
234,1508657308305403905,210,2022-03-29 04:08:26+00:00,b'RT @Kea91492014: North West Stand Up\nEC Stand Up\nWC Stand Up\nLIMPOPO Stand Up\nNC Stand Up\nMPUMALANGA Stand Up\nKZN Stand Up\nGAUTENG Stand Up\xe2\x80\xa6',north west stand stand stand nlimpopo stand stand nmpumalanga stand nkzn stand ngauteng stand,9
235,1508657302483738625,1755,2022-03-29 04:08:25+00:00,"b'RT @ICC: \xf0\x9f\x9a\xa8 MUST WATCH \xf0\x9f\x9a\xa8\n\nDrama \xf0\x9f\x94\x81 Agony \xf0\x9f\x94\x81 Ecstasy\n\nAn all-access, behind-the-scenes look at an epic India-South Africa finale \xf0\x9f\x94\xa5\n\n#CWC22 http\xe2\x80\xa6'",must watch ndrama agony ecstasy access behind scenes look epic india south africa finale http,8
236,1508657289590312960,0,2022-03-29 04:08:21+00:00,"b""@milktradr @kannbwx @InvestInOnG most potash in the US comes from Saskatchewan \nwe'll be fine \xe2\x80\x94\xc2\xa0South America, Afri\xe2\x80\xa6 https://t.co/H0v6ocFUSV""",potash comes saskatchewan fine south america afri,5
237,1508657285496717318,137,2022-03-29 04:08:21+00:00,b'RT @TakatsoPhasha: 1. Operation Dudula is fighting Malema.\n\n2. Action-SA is fighting Malema\n\n3. Afriforum is fighting Malema\n\n4. DA is figh\xe2\x80\xa6',operation dudula fighting malema action fighting malema afriforum fighting malema figh,8
238,1508657279557529604,1755,2022-03-29 04:08:19+00:00,"b'RT @ICC: \xf0\x9f\x9a\xa8 MUST WATCH \xf0\x9f\x9a\xa8\n\nDrama \xf0\x9f\x94\x81 Agony \xf0\x9f\x94\x81 Ecstasy\n\nAn all-access, behind-the-scenes look at an epic India-South Africa finale \xf0\x9f\x94\xa5\n\n#CWC22 http\xe2\x80\xa6'",must watch ndrama agony ecstasy access behind scenes look epic india south africa finale http,8
239,1508657267838980097,0,2022-03-29 04:08:16+00:00,b'@BuddieLom57 International travellers entering South Africa would now only need to show proof of vaccination or a n\xe2\x80\xa6 https://t.co/eLUpGVRvrd',international travellers entering south africa would need show proof vaccination,7
240,1508657251627765760,441,2022-03-29 04:08:12+00:00,b'RT @KickOffMagazine: A new report has revealed that the DStv Premiership is among the worst leagues in the world when it comes to providing\xe2\x80\xa6',report revealed dstv premiership among worst leagues world comes providing,6
241,1508657250910588928,0,2022-03-29 04:08:12+00:00,"b'In Africa \xe2\x80\x9csexual relations, unplanned pregnancy, and school dropout often precede child marriage, which differs fr\xe2\x80\xa6 https://t.co/8zwXQaQvPo'",africa csexual relations unplanned pregnancy school dropout often precede child marriage differs,5
242,1508657201614839809,440,2022-03-29 04:08:01+00:00,"b'RT @Macky_Sall: I am happy to name the 1,600 meter-long Foundiougne Bridge after Nelson Mandela, who shall never be forgotten, Nelson Mande\xe2\x80\xa6'",happy name meter long foundiougne bridge nelson mandela shall never forgotten nelson mande,4
243,1508657074053341184,10,2022-03-29 04:07:30+00:00,"b'RT @3rdworldnetwork: Leaked IP text presented as ""take it or leave it"" by #WTO Secretariat, where US is apparently pushing India &amp; South Af\xe2\x80\xa6'",leaked text presented take leave secretariat apparently pushing india south,5
244,1508657057762787328,148,2022-03-29 04:07:26+00:00,b'RT @Africa4Pal: South Africa at the United Nations: Israel reminds us of Apartheid \n\n#ApartheidIsrael https://t.co/i7vAsMGlFU',south africa united nations israel reminds apartheid apartheidisrael,8
245,1508657030063661056,31,2022-03-29 04:07:20+00:00,"b""RT @DrWillFowlds: 'The World Bank has issued the world's first wildlife conservation bond, raising $150 million to help efforts to increase\xe2\x80\xa6""",world bank issued world first wildlife conservation bond raising million help efforts increase,2
246,1508656996257615878,0,2022-03-29 04:07:12+00:00,"b""@MightiJamie Lol alcohol is a bit of a double edged sword because it's also South Africa's largest anti-depressant,\xe2\x80\xa6 https://t.co/EfdKDpFEVY""",alcohol double edged sword also south africa largest anti depressant,7
247,1508656988732985346,0,2022-03-29 04:07:10+00:00,"b'\xe2\x9a\xa0\xef\xb8\x8fDo you have a dream to study in DUBAI, FINLAND, SOUTH AFRICA,INDIA &amp; GERMANY?\n\nComing soon.\n\n@iGlobalScholars\xe2\x80\xa6 https://t.co/0L7nfxY9W8'",dream study dubai finland south africa india germany ncoming soon,4
248,1508656953962156033,170,2022-03-29 04:07:01+00:00,b'RT @MightiJamie: The most dangerous drugs in South Africa are served ice cold. \n\nThe most harmful drugs in South Africa have the largest ad\xe2\x80\xa6',dangerous drugs south africa served cold nthe harmful drugs south africa largest,3
249,1508656926611185666,0,2022-03-29 04:06:55+00:00,b'Kyle in CAPE TOWN SOUTH AFRICA ordered our enlargement last month and as since gain 4 inches on his dick wooow dont\xe2\x80\xa6 https://t.co/PdMrGt7cKQ',kyle cape town south africa ordered enlargement last month since gain inches dick wooow dont,8
250,1508656854376796161,45,2022-03-29 04:06:38+00:00,b'RT @naughty_moms: Some south africa fuck..watch more https://t.co/9ec0fmFnAG https://t.co/XhDWQp60i2',south africa fuck watch,3
251,1508656834353246212,2,2022-03-29 04:06:33+00:00,b'Big hiring drive expected in South Africa in the coming months\n\nhttps://t.co/mrEgqtqFSc',hiring drive expected south africa coming months,7
252,1508656753118007296,65,2022-03-29 04:06:14+00:00,b'RT @Palesa99570181: What if SANDF are sent to Mozambique to safeguard drugs that are being smuggled to South Africa. Foreigners are kept as\xe2\x80\xa6',sandf sent mozambique safeguard drugs smuggled south africa foreigners kept,9
253,1508656748403597312,1089,2022-03-29 04:06:12+00:00,"b""RT @sepedirock: Morning fighters @EFFSouthAfrica here's your brother with his rare skill in South Africa. https://t.co/19JJViG8my""",morning fighters brother rare skill south africa,2
254,1508656727880880130,69,2022-03-29 04:06:08+00:00,b'Buying a Brand New or Second Hand car?\n\n@thabo_wakgosi can help! \n\n\xe2\x9c\x85FINANCE AVAILABLE FROM ALL MAJOR BANKS IN SOUTH\xe2\x80\xa6 https://t.co/c3X6Rhn0eJ',buying brand second hand help finance available major banks south,3
255,1508656719559159808,6,2022-03-29 04:06:06+00:00,b'RT @chriscartw83: Highest temperatures today\n\n45.5 Pakistan\n43 Mali India\n42 Senegal  \n41 South Africa Chad \n40 Nigeria  Cameroon Burkina F\xe2\x80\xa6',highest temperatures today pakistan mali india senegal south africa chad nigeria cameroon burkina,6
256,1508656712382914560,2,2022-03-29 04:06:04+00:00,"b""RT @LonePatriot_: @babygal003 There's no harm in returning to your safe countries if South Africa is so scary""",harm returning safe countries south africa scary,9
257,1508656685384093700,0,2022-03-29 04:05:57+00:00,b'@ZhengWeiSSR @eggopinions @enrico221960 1400 -1600 China had great sway to the south west as expansion to empire. T\xe2\x80\xa6 https://t.co/AhBHItfaOF',china great sway south west expansion empire,2
258,1508656544933625857,1089,2022-03-29 04:05:24+00:00,"b""RT @sepedirock: Morning fighters @EFFSouthAfrica here's your brother with his rare skill in South Africa. https://t.co/19JJViG8my""",morning fighters brother rare skill south africa,2
259,1508656500696358917,2,2022-03-29 04:05:13+00:00,"b'RT @HerSportDotIE: Ireland\xe2\x80\x99s Under-21 Hockey Team are heading to the Junior World Cup\xe2\x9c\x88\xef\xb8\x8f\xf0\x9f\x87\xbf\xf0\x9f\x87\xa6\xf0\x9f\x8f\x86\n\nThey meet Ukraine, England and South Africa in\xe2\x80\xa6'",ireland hockey team heading junior world nthey meet ukraine england south africa,6
260,1508656494581010436,0,2022-03-29 04:05:12+00:00,"b""@ZangwaZintle It's clear that some politician are drug lords and benefit from the mayhem in South Africa""",clear politician drug lords benefit mayhem south africa,9
261,1508656431708442634,332,2022-03-29 04:04:57+00:00,"b'RT @nickhedley: Bell Equipment says it\xe2\x80\x99ll shift its manufacturing of articulated dump trucks to the northern hemisphere, and away from Sout\xe2\x80\xa6'",bell equipment says shift manufacturing articulated dump trucks northern hemisphere away sout,4
262,1508656403858264069,0,2022-03-29 04:04:50+00:00,"b'@TheMenace2021 @SowetanLIVE Eish man, I so wish I could say the same about South Africa'",eish wish could south africa,7
263,1508656343623901185,1089,2022-03-29 04:04:36+00:00,"b""RT @sepedirock: Morning fighters @EFFSouthAfrica here's your brother with his rare skill in South Africa. https://t.co/19JJViG8my""",morning fighters brother rare skill south africa,2
264,1508656325949075461,0,2022-03-29 04:04:32+00:00,"b'@BabiliDisney @RealAbelKekana @SlotarnetD Is he not the one that said foreigners must find ""creative ways"" to enter\xe2\x80\xa6 https://t.co/WBRGUC4s1Y'",said foreigners must find creative ways enter,6
265,1508656323851808777,1755,2022-03-29 04:04:31+00:00,"b'RT @ICC: \xf0\x9f\x9a\xa8 MUST WATCH \xf0\x9f\x9a\xa8\n\nDrama \xf0\x9f\x94\x81 Agony \xf0\x9f\x94\x81 Ecstasy\n\nAn all-access, behind-the-scenes look at an epic India-South Africa finale \xf0\x9f\x94\xa5\n\n#CWC22 http\xe2\x80\xa6'",must watch ndrama agony ecstasy access behind scenes look epic india south africa finale http,8
266,1508656289596985348,60,2022-03-29 04:04:23+00:00,"b'RT @nicd_sa: #COVID19 UPDATE: 12,942 tests were conducted in the last 24hrs, with 581 new cases, representing a 4.5% positivity rate. Today\xe2\x80\xa6'",covid update tests conducted last cases representing positivity rate today,0
267,1508656268361474054,1755,2022-03-29 04:04:18+00:00,"b'RT @ICC: \xf0\x9f\x9a\xa8 MUST WATCH \xf0\x9f\x9a\xa8\n\nDrama \xf0\x9f\x94\x81 Agony \xf0\x9f\x94\x81 Ecstasy\n\nAn all-access, behind-the-scenes look at an epic India-South Africa finale \xf0\x9f\x94\xa5\n\n#CWC22 http\xe2\x80\xa6'",must watch ndrama agony ecstasy access behind scenes look epic india south africa finale http,8
268,1508656209162903555,18,2022-03-29 04:04:04+00:00,"b'RT @GIAnews: Mined in Kimberley, South Africa in 1877, the 287.42 carat Tiffany diamond was cut into a 128.54 carat yellow cushion-shaped d\xe2\x80\xa6'",mined kimberley south africa carat tiffany diamond carat yellow cushion shaped,7
269,1508656200438718472,170,2022-03-29 04:04:02+00:00,b'RT @MightiJamie: The most dangerous drugs in South Africa are served ice cold. \n\nThe most harmful drugs in South Africa have the largest ad\xe2\x80\xa6',dangerous drugs south africa served cold nthe harmful drugs south africa largest,3
270,1508656125142605829,12,2022-03-29 04:03:44+00:00,"b'RT @IanCameron23: The more South African communities organise and mobilise within the framework of the law, the better. Legal foreigners ar\xe2\x80\xa6'",south african communities organise mobilise within framework better legal foreigners,2
271,1508656085682606083,1,2022-03-29 04:03:34+00:00,"b'RT @matlala_c: R1,500 bail for Operation Dudula\xe2\x80\x99s \xe2\x80\x98Lux\xe2\x80\x99 Dlamini https://t.co/HEQ162wfWN via @SowetanLIVE\n\xf0\x9f\x87\xbf\xf0\x9f\x87\xa6\xe2\x9a\x96 why is he under 2 Surname? App\xe2\x80\xa6'",bail operation dudula dlamini surname,0
272,1508656077264625667,372,2022-03-29 04:03:32+00:00,"b'RT @MmusiMaimane: Zanu PF is the regional cancer draining South Africa, Namibia and Botswana. It\xe2\x80\x99s costing us. \n\nWe cure a cancer by removi\xe2\x80\xa6'",zanu regional cancer draining south africa namibia botswana costing cure cancer removi,2
273,1508656056939032576,23,2022-03-29 04:03:28+00:00,"b'RT @SA_PatriotFront: South Africa knows uKuthi @mmusimaimane church estimAted R1m Drugs found, @Julius_S_Malema open police cases against p\xe2\x80\xa6'",south africa knows ukuthi church estimated drugs found open police cases,7
274,1508656027188830212,45,2022-03-29 04:03:21+00:00,b'RT @naughty_moms: Some south africa fuck..watch more https://t.co/9ec0fmFnAG https://t.co/XhDWQp60i2',south africa fuck watch,3
275,1508655972931325957,170,2022-03-29 04:03:08+00:00,b'RT @MightiJamie: The most dangerous drugs in South Africa are served ice cold. \n\nThe most harmful drugs in South Africa have the largest ad\xe2\x80\xa6',dangerous drugs south africa served cold nthe harmful drugs south africa largest,3
276,1508655920921956356,12,2022-03-29 04:02:55+00:00,b'RT @Kiddsglasses: South Africa CrossNation come and take your flowers. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xe2\x98\xba\xef\xb8\x8f\xe2\x98\xba\xef\xb8\x8f\n\nCROSS X BINANCE currently trending in South Africa @crossdab\xe2\x80\xa6',south africa crossnation come take flowers ncross binance currently trending south africa,8
277,1508655917499359234,7,2022-03-29 04:02:54+00:00,"b""RT @WandileSihlobo: Today we received further confirmation that South Africa's summer crop is not as bad as some might have feared at the s\xe2\x80\xa6""",today received confirmation south africa summer crop might feared,2
278,1508655908196298754,1755,2022-03-29 04:02:52+00:00,"b'RT @ICC: \xf0\x9f\x9a\xa8 MUST WATCH \xf0\x9f\x9a\xa8\n\nDrama \xf0\x9f\x94\x81 Agony \xf0\x9f\x94\x81 Ecstasy\n\nAn all-access, behind-the-scenes look at an epic India-South Africa finale \xf0\x9f\x94\xa5\n\n#CWC22 http\xe2\x80\xa6'",must watch ndrama agony ecstasy access behind scenes look epic india south africa finale http,8
279,1508655902399815680,0,2022-03-29 04:02:51+00:00,"b""@GiftHandson @mamoyoe @MrKnockout88 @Kenny_T_Kunene No we only talking about South Africa. We don't want Zim ( have\xe2\x80\xa6 https://t.co/07SBYLY2dv""",talking south africa want,3
280,1508655887233208328,23,2022-03-29 04:02:47+00:00,b'RT @HermanMashaba: South Africa is fortunately still saveble. \nWe are not going to give up on our country!',south africa fortunately still saveble going give country,7
281,1508655863652888577,332,2022-03-29 04:02:42+00:00,"b'RT @nickhedley: Bell Equipment says it\xe2\x80\x99ll shift its manufacturing of articulated dump trucks to the northern hemisphere, and away from Sout\xe2\x80\xa6'",bell equipment says shift manufacturing articulated dump trucks northern hemisphere away sout,4
282,1508655813744902146,369,2022-03-29 04:02:30+00:00,b'RT @BulelaniBala: Being a black entrepreneur in South Africa is tough. The depression. The anxiety. The debt. The red tape. You will work y\xe2\x80\xa6',black entrepreneur south africa tough depression anxiety debt tape work,1
283,1508655799710760964,2,2022-03-29 04:02:26+00:00,"b""RT @Nqobile_D: South Africa's Tiger Brands is co-investing in plant-based food company Herbivore Earthfoods with private equity firm Secha\xe2\x80\xa6""",south africa tiger brands investing plant based food company herbivore earthfoods private equity firm secha,6
284,1508655772472905728,0,2022-03-29 04:02:20+00:00,"b'But the fact is, that Mugabe never gets a black voice in South /Africa. But who is being stupid? The white man is,\xe2\x80\xa6 https://t.co/t0ff8m6Aey'",fact mugabe never gets black voice south africa stupid white,5
285,1508655763404824579,71,2022-03-29 04:02:18+00:00,b'RT @i_sephara: When did we get here South Africa?\n\nWhen did we give Malema &amp; his zombie supporters the impression that they are more import\xe2\x80\xa6',south africa nwhen give malema zombie supporters impression import,2
286,1508655740122189825,87,2022-03-29 04:02:12+00:00,"b""RT @JayFromDigital: To believe that South Africa will eventually get out of this economic rut, you'd have to believe that our current polit\xe2\x80\xa6""",believe south africa eventually economic believe current polit,2
287,1508655726239100931,132,2022-03-29 04:02:09+00:00,b'RT @ErnstRoets: A new study found that only 27% of the public in South Africa trust the police.',study found public south africa trust police,3
288,1508655719574298626,0,2022-03-29 04:02:07+00:00,"b'South Africa\xe2\x80\x99s former white schools are the most raci\xe2\x80\xa6 https://t.co/2JTdyRhsyX\nMarch 28, 2022\n----\n#news #oncampus\xe2\x80\xa6 https://t.co/MOb10cQxuG'",south africa former white schools raci news oncampus,7
289,1508655673688604672,369,2022-03-29 04:01:56+00:00,b'RT @BulelaniBala: Being a black entrepreneur in South Africa is tough. The depression. The anxiety. The debt. The red tape. You will work y\xe2\x80\xa6',black entrepreneur south africa tough depression anxiety debt tape work,1
290,1508655645956149250,13,2022-03-29 04:01:50+00:00,b'RT @ICC: Rain in Wellington \xf0\x9f\x8c\xa7\xef\xb8\x8f\n\nThe toss has been delayed in the South Africa-West Indies game. Hope we get some play soon \xf0\x9f\xa4\x9e\n\n#CWC22 https:\xe2\x80\xa6',rain wellington nthe toss delayed south africa west indies game hope play soon https,4
291,1508655564057989120,170,2022-03-29 04:01:30+00:00,b'RT @MightiJamie: The most dangerous drugs in South Africa are served ice cold. \n\nThe most harmful drugs in South Africa have the largest ad\xe2\x80\xa6',dangerous drugs south africa served cold nthe harmful drugs south africa largest,3
292,1508655549193375752,1,2022-03-29 04:01:27+00:00,b'@tito_mboweni Chief\xe2\x80\xa6i was watching news yesterday many people in South Africa still dont have access to basic needs\xe2\x80\xa6 https://t.co/6GQBK52qe2',chief watching news yesterday many people south africa still dont access basic needs,8
293,1508655422093369345,347,2022-03-29 04:00:56+00:00,b'RT @mudiwa_mahere: Do you know that the Zimbabwe U21 Women\xe2\x80\x99s Hockey team qualified for the Women\xe2\x80\x99s Junior Hockey World Cup being held in Po\xe2\x80\xa6',know zimbabwe women hockey team qualified women junior hockey world held,7
294,1508655418779832332,3,2022-03-29 04:00:55+00:00,"b'RT @MorningLiveSABC: The Deputy Director General in the \nDepartment of Trade, Industry and Competition, Lerato Mataboge will be on #Morning\xe2\x80\xa6'",deputy director general ndepartment trade industry competition lerato mataboge morning,4
295,1508655374500614148,0,2022-03-29 04:00:45+00:00,b'@lestermokoba South Africa belong to those all who live in it.',south africa belong live,2
296,1508655353105461255,0,2022-03-29 04:00:40+00:00,b'MaxDischargePower = 5000 W @ Tue Mar 29 2022 06:00:39 GMT+0200 (South Africa Standard Time)',maxdischargepower south africa standard time,9
297,1508655344658042881,403,2022-03-29 04:00:38+00:00,"b'RT @lasizwe: If the Oscars were in South Africa, this would be Lupita at the Oscar\xe2\x80\x99s AfterParty \n\n#Lupita #oscars https://t.co/FsOvu93IaJ'",oscars south africa would lupita oscar afterparty lupita oscars,7
298,1508655306766700550,1089,2022-03-29 04:00:29+00:00,"b""RT @sepedirock: Morning fighters @EFFSouthAfrica here's your brother with his rare skill in South Africa. https://t.co/19JJViG8my""",morning fighters brother rare skill south africa,2
299,1508655294028693512,0,2022-03-29 04:00:26+00:00,"b""Apartheid was a law,land act of 1913 in South Africa was a law,racial segregation was a law; what's your point? https://t.co/ZHfOnjayJU""",apartheid land south africa racial segregation point,0
300,1508655260189052932,0,2022-03-29 04:00:18+00:00,"b'Weather Forecast for Johannesburg, South Africa\n\xe2\x98\x80Sunrise: 2022-03-29T04:15:29+00:00\n\xf0\x9f\x95\xa1Sunset: 2022-03-29T16:09:38+00\xe2\x80\xa6 https://t.co/2hXFOPqIoY'",weather forecast johannesburg south africa sunrise sunset,0
301,1508655258641354754,0,2022-03-29 04:00:17+00:00,"b'Weather Forecast for Durban, South Africa\n\xe2\x98\x80Sunrise: 2022-03-29T04:04:27+00:00\n\xf0\x9f\x95\xa1Sunset: 2022-03-29T15:56:42+00:00\n\n\xf0\x9f\x8c\xa1\xe2\x80\xa6 https://t.co/FtbjBJAH8b'",weather forecast durban south africa sunrise sunset,0
302,1508655255000600576,0,2022-03-29 04:00:16+00:00,"b'Weather Forecast for Cape Town, South Africa\n\xe2\x98\x80Sunrise: 2022-03-29T04:56:01+00:00\n\xf0\x9f\x95\xa1Sunset: 2022-03-29T16:45:53+00:00\xe2\x80\xa6 https://t.co/wHrl1sLZpw'",weather forecast cape town south africa sunrise sunset,5
303,1508655226387156997,1089,2022-03-29 04:00:10+00:00,"b""RT @sepedirock: Morning fighters @EFFSouthAfrica here's your brother with his rare skill in South Africa. https://t.co/19JJViG8my""",morning fighters brother rare skill south africa,2
304,1508655187942014983,0,2022-03-29 04:00:00+00:00,b'https://t.co/0Qt5T9Wx8W\nhttps://t.co/M4GQucZgfv\nhttps://t.co/6OdMJ6pXrG\nhttps://t.co/3BeQ3qQymE\nDownload for Apple\xe2\x80\xa6 https://t.co/1ARdudzw1b',apple,0
305,1508655186633396226,0,2022-03-29 04:00:00+00:00,b'[WATCH] Should South Africa be using this #COVID19 #treatment? These scientists say no. Here\xe2\x80\x99s why.\xe2\x80\xa6 https://t.co/GXwJd6McMY',watch south africa using covid treatment scientists,4
306,1508655186293702657,0,2022-03-29 04:00:00+00:00,b'We believe that the way judges are appointed in South Africa should be transparent and fair. This is why we monitor\xe2\x80\xa6 https://t.co/z6nUVyH3XB',believe judges appointed south africa transparent fair monitor,3
307,1508655184376967169,38,2022-03-29 04:00:00+00:00,"b'RT @MafavukeMsomi: The one and only President in South Africa. Long Live our President, CIC @Julius_S_Malema https://t.co/mxVDNldCMk'",president south africa long live president,8
308,1508655145990729732,21,2022-03-29 03:59:50+00:00,b'RT @Jade17949898: @ARMYCensus Please include South Africa and other African Countries \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c #BtsSouthAfrica #SArmy https://t.co/MWRfS0JwQF',please include south africa african countries btssouthafrica sarmy,4
309,1508655124763537413,1755,2022-03-29 03:59:45+00:00,"b'RT @ICC: \xf0\x9f\x9a\xa8 MUST WATCH \xf0\x9f\x9a\xa8\n\nDrama \xf0\x9f\x94\x81 Agony \xf0\x9f\x94\x81 Ecstasy\n\nAn all-access, behind-the-scenes look at an epic India-South Africa finale \xf0\x9f\x94\xa5\n\n#CWC22 http\xe2\x80\xa6'",must watch ndrama agony ecstasy access behind scenes look epic india south africa finale http,8
310,1508655122259263492,1,2022-03-29 03:59:45+00:00,b'RT @ApostleJonas2nd: The story of the Finnish \xf0\x9f\x87\xab\xf0\x9f\x87\xae missionaries of 1880 ( 17th Century) in then South West Africa \xf0\x9f\x87\xb3\xf0\x9f\x87\xa6 is a success story of Eu\xe2\x80\xa6',story finnish missionaries century south west africa success story,4
311,1508655089287901189,3,2022-03-29 03:59:37+00:00,"b'The Deputy Director General in the \nDepartment of Trade, Industry and Competition, Lerato Mataboge will be on\xe2\x80\xa6 https://t.co/sb9ZlhP6Mg'",deputy director general ndepartment trade industry competition lerato mataboge,4
312,1508655086393868288,71,2022-03-29 03:59:36+00:00,b'RT @i_sephara: When did we get here South Africa?\n\nWhen did we give Malema &amp; his zombie supporters the impression that they are more import\xe2\x80\xa6',south africa nwhen give malema zombie supporters impression import,2
313,1508655026796961796,369,2022-03-29 03:59:22+00:00,b'RT @BulelaniBala: Being a black entrepreneur in South Africa is tough. The depression. The anxiety. The debt. The red tape. You will work y\xe2\x80\xa6',black entrepreneur south africa tough depression anxiety debt tape work,1
314,1508655000532267010,0,2022-03-29 03:59:16+00:00,"b'@Nova35562351 @SlurpedO @kindaclose nah , these are hijacking gangs in South Africa . The rain of bullets was inten\xe2\x80\xa6 https://t.co/MWEtwUhb9u'",hijacking gangs south africa rain bullets inten,2
315,1508654988767432710,1755,2022-03-29 03:59:13+00:00,"b'RT @ICC: \xf0\x9f\x9a\xa8 MUST WATCH \xf0\x9f\x9a\xa8\n\nDrama \xf0\x9f\x94\x81 Agony \xf0\x9f\x94\x81 Ecstasy\n\nAn all-access, behind-the-scenes look at an epic India-South Africa finale \xf0\x9f\x94\xa5\n\n#CWC22 http\xe2\x80\xa6'",must watch ndrama agony ecstasy access behind scenes look epic india south africa finale http,8
316,1508654911952723972,173,2022-03-29 03:58:55+00:00,"b'RT @TimeSesethu: Aviwe Hoboloshe, a 17 year old who hails from Xhorha, Eastern Cape, has been part of the Eastern Cape Academy of Sport sin\xe2\x80\xa6'",aviwe hoboloshe year hails xhorha eastern cape part eastern cape academy sport,7
317,1508654902159028229,441,2022-03-29 03:58:52+00:00,b'RT @KickOffMagazine: A new report has revealed that the DStv Premiership is among the worst leagues in the world when it comes to providing\xe2\x80\xa6',report revealed dstv premiership among worst leagues world comes providing,6
318,1508654783749570567,27,2022-03-29 03:58:24+00:00,"b""RT @MarioKhumalo: Illegal immigration is an attack on South Africa and it's citizens.\n\nThe media needs to get this right!\n#PutSouthAficansF\xe2\x80\xa6""",illegal immigration attack south africa citizens nthe media needs right putsouthaficansf,5
319,1508654758986461186,463,2022-03-29 03:58:18+00:00,"b'RT @cnhizwa: Good morning @CCCZimbabwe , we have been abused by @ZBCNewsonline and Zimpapers for over 42 years why cant fund our own media\xe2\x80\xa6'",good morning abused zimpapers years cant fund media,3
320,1508654748475576321,1089,2022-03-29 03:58:16+00:00,"b""RT @sepedirock: Morning fighters @EFFSouthAfrica here's your brother with his rare skill in South Africa. https://t.co/19JJViG8my""",morning fighters brother rare skill south africa,2
321,1508654678086668288,347,2022-03-29 03:57:59+00:00,b'RT @mudiwa_mahere: Do you know that the Zimbabwe U21 Women\xe2\x80\x99s Hockey team qualified for the Women\xe2\x80\x99s Junior Hockey World Cup being held in Po\xe2\x80\xa6',know zimbabwe women hockey team qualified women junior hockey world held,7
322,1508654670851751937,1755,2022-03-29 03:57:57+00:00,"b'RT @ICC: \xf0\x9f\x9a\xa8 MUST WATCH \xf0\x9f\x9a\xa8\n\nDrama \xf0\x9f\x94\x81 Agony \xf0\x9f\x94\x81 Ecstasy\n\nAn all-access, behind-the-scenes look at an epic India-South Africa finale \xf0\x9f\x94\xa5\n\n#CWC22 http\xe2\x80\xa6'",must watch ndrama agony ecstasy access behind scenes look epic india south africa finale http,8
323,1508654649192108033,0,2022-03-29 03:57:52+00:00,"b""@ryleywilko01 It's like in South Africa everything is becoming  a joke""",like south africa everything becoming joke,5
324,1508654585975615488,1,2022-03-29 03:57:37+00:00,"b""@OperationDudula Enemy of south Africa's community https://t.co/OIt5AlP3Dq""",enemy south africa community,7
325,1508654524872855560,567,2022-03-29 03:57:22+00:00,b'RT @SA_NCB: South Africa has a host of World Class manufacturing resources and infrastructures in place to attend to your every need. #OurD\xe2\x80\xa6',south africa host world class manufacturing resources infrastructures place attend every need ourd,0
326,1508654504786333698,10,2022-03-29 03:57:18+00:00,"b'RT @3rdworldnetwork: Leaked IP text presented as ""take it or leave it"" by #WTO Secretariat, where US is apparently pushing India &amp; South Af\xe2\x80\xa6'",leaked text presented take leave secretariat apparently pushing india south,5
327,1508654483445882883,0,2022-03-29 03:57:12+00:00,"b'@tito_mboweni @MYANC gave away our motherland to foreigners, our jobs to foreigners, foreigners do as they please i\xe2\x80\xa6 https://t.co/KJMRDXOW2S'",gave away motherland foreigners jobs foreigners foreigners please,5
328,1508654472603516931,17,2022-03-29 03:57:10+00:00,b'RT @HalpernClaude1: South Africa \xf0\x9f\x87\xbf\xf0\x9f\x87\xa6 https://t.co/FjtVyWr8HX',south africa,2
329,1508654436436090882,0,2022-03-29 03:57:01+00:00,"b'@FirdoseM cricket south africa hypocracy at peak, for PSL national duty comes first and patriotism lecture by Smith\xe2\x80\xa6 https://t.co/fv6dnVAlFk'",cricket south africa hypocracy peak national duty comes first patriotism lecture smith,9
330,1508654433479053316,2,2022-03-29 03:57:01+00:00,b'RT @gmpolice: Special Constable Ashley Hough was one of 25 who joined Greater Manchester Police Special Constabulary in March. Ashley is or\xe2\x80\xa6',special constable ashley hough joined greater manchester police special constabulary march ashley,7
331,1508654428546547713,176,2022-03-29 03:56:59+00:00,"b""RT @Rakgadi_EM: Real political analysts @kimheller3 speaking truth to power about @EFFSouthAfrica 's readiness to govern South Africa \xf0\x9f\x87\xbf\xf0\x9f\x87\xa6 ht\xe2\x80\xa6""",real political analysts speaking truth power readiness govern south africa,4
332,1508654359932022784,131,2022-03-29 03:56:43+00:00,"b'RT @AFP: A month into the war in Ukraine, South Africa has stuck its neck out, adamantly refusing to condemn Russian aggression\n\nRead more\xe2\x80\xa6'",month ukraine south africa stuck neck adamantly refusing condemn russian aggression nread,7
333,1508654336741629953,820,2022-03-29 03:56:37+00:00,"b'RT @SunflowerSrina: \xe2\x80\x9cWe will continue to have Indian friends, we will continue to have Coloured friends, we will continue to have White fri\xe2\x80\xa6'",continue indian friends continue coloured friends continue white,7
